"","ref","type","direct","directpkg","status","package","version","license","needscompilation","priority","md5sum","sha256","filesize","built","platform","rversion","repotype","repodir","target","deps","mirror","sources","remote","error","metadata","extra","dep_types","params","cache_status","fulltarget","fulltarget_tree","download_status","download_error","file_size"
"1","assertthat","standard",FALSE,FALSE,"OK","assertthat","0.2.1","GPL-3",FALSE,NA,"9f2eae3d20a9d6b40856a6fed013cb05","85cf7fcc4753a8c86da9a6f454e46c2a58ffc70c4f47cac4d3e3bcefda2a9e9f",12742,NA,"source","4.1","cran","src/contrib","src/contrib/assertthat_0.2.1.tar.gz",
